Converting /ct12/abrammer/graphics/ecmf_tc_data/data/A_JSXX01ECEP141200_C_ECMP_20170714120000_tropical_cyclone_track_FERNANDA_-118p3degW_11degN_bufr4.bin
         2294559 function calls (2265619 primitive calls) in 5.160 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 sre_parse.py:877(parse_template)
        2    0.000    0.000    0.000    0.000 sre_parse.py:886(addgroup)
      126    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
      101    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      101    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      101    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      101    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      101    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      101    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:215(CertificateError)
        1    0.000    0.000    0.000    0.000 ssl.py:349(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:354(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:370(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:377(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:561(SSLObject)
        1    0.000    0.000    0.000    0.000 ssl.py:712(SSLSocket)
        1    0.000    0.000    0.012    0.012 ssl.py:91(<module>)
        1    0.000    0.000    0.001    0.001 stata.py:11(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1834(StataWriter)
        1    0.000    0.000    0.000    0.000 stata.py:446(PossiblePrecisionLoss)
        1    0.000    0.000    0.000    0.000 stata.py:456(ValueLabelTypeMismatch)
        1    0.000    0.000    0.000    0.000 stata.py:466(InvalidColumnName)
        1    0.000    0.000    0.000    0.000 stata.py:569(StataValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:694(StataMissingValue)
        1    0.000    0.000    0.000    0.000 stata.py:814(StataParser)
        1    0.000    0.000    0.000    0.000 stata.py:928(StataReader)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.004    0.004 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:169(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.004    0.004 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.001    0.001 strings.py:1(<module>)
       15    0.000    0.000    0.000    0.000 strings.py:1250(_noarg_wrapper)
        4    0.000    0.000    0.000    0.000 strings.py:1264(_pat_wrapper)
       19    0.000    0.000    0.000    0.000 strings.py:1286(copy)
       19    0.000    0.000    0.000    0.000 strings.py:1289(do_copy)
        1    0.000    0.000    0.001    0.001 strings.py:1297(StringMethods)
        1    0.000    0.000    0.000    0.000 strings.py:1825(StringAccessorMixin)
        2    0.000    0.000    0.000    0.000 subprocess.py:1144(_get_handles)
        2    0.000    0.000    0.006    0.003 subprocess.py:1198(_execute_child)
        2    0.000    0.000    0.000    0.000 subprocess.py:1240(<listcomp>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1330(_handle_exitstatus)
        2    0.000    0.000    0.000    0.000 subprocess.py:1345(_internal_poll)
        2    0.000    0.000    0.000    0.000 subprocess.py:1380(_try_wait)
        2    0.000    0.000    0.000    0.000 subprocess.py:1393(wait)
        1    0.000    0.000    0.002    0.002 subprocess.py:14(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:203(_cleanup)
        1    0.000    0.000    0.000    0.000 subprocess.py:339(CompletedProcess)
        1    0.000    0.000    0.001    0.001 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:540(Popen)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        2    0.000    0.000    0.006    0.003 subprocess.py:586(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        2    0.000    0.000    0.000    0.000 subprocess.py:738(__enter__)
        2    0.000    0.000    0.000    0.000 subprocess.py:741(__exit__)
        2    0.000    0.000    0.000    0.000 subprocess.py:753(__del__)
        4    0.000    0.000    0.000    0.000 subprocess.py:768(_get_devnull)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.003    0.003 sysconfig.py:10(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:41(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sysconfig.py:50(_python_build)
        1    0.000    0.000    0.000    0.000 tarfile.py:1378(TarFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:291(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:297(InvalidHeaderError)
        1    0.000    0.000    0.001    0.001 tarfile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:300(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:307(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:331(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:575(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:605(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:709(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:720(TarInfo)
        1    0.000    0.000    0.001    0.001 tdi.py:1(<module>)
        4    0.000    0.000    0.000    0.000 tdi.py:125(_join_i8_wrapper)
        6    0.000    0.000    0.000    0.000 tdi.py:42(_td_index_cmp)
        1    0.000    0.000    0.000    0.000 tdi.py:86(TimedeltaIndex)
        1    0.000    0.000    0.000    0.000 tempfile.py:118(_sanitize_params)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.001    0.001 tempfile.py:146(rng)
        1    0.000    0.000    0.001    0.001 tempfile.py:157(__next__)
        1    0.000    0.000    0.000    0.000 tempfile.py:160(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:235(_get_candidate_names)
        1    0.000    0.000    0.010    0.010 tempfile.py:24(<module>)
        1    0.000    0.000    0.002    0.002 tempfile.py:249(_mkstemp_inner)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.003    0.003 tempfile.py:571(TemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:629(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 tempfile.py:97(_infer_return_type)
        1    0.000    0.000    0.000    0.000 terminal.py:13(<module>)
        1    0.001    0.001    0.006    0.006 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:1980(TestSubDict)
        1    0.000    0.000    0.000    0.000 testing.py:2069(optional_args)
        1    0.000    0.000    0.000    0.000 testing.py:2293(SimpleMock)
        1    0.000    0.000    0.000    0.000 testing.py:2432(_AssertRaisesContextmanager)
        1    0.000    0.000    0.000    0.000 testing.py:2546(RNGContext)
        1    0.000    0.000    0.000    0.000 testing.py:2640(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 testing.py:2652(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 testing.py:2664(SubclassedSparseSeries)
        1    0.000    0.000    0.000    0.000 testing.py:2676(SubclassedSparseDataFrame)
        1    0.000    0.000    0.000    0.000 testing.py:2688(SubclassedCategorical)
        1    0.000    0.000    0.000    0.000 testing.py:62(set_testing_mode)
        1    0.000    0.000    0.000    0.000 testing.py:78(TestCase)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:233(_wrap_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
      555    0.003    0.000    0.028    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        3    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 ticker.py:1034(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1050(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1110(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1130(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1155(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1253(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:1353(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1382(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1428(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1448(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1529(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1570(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1627(MaxNLocator)
        1    0.000    0.000    0.032    0.032 ticker.py:167(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1867(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2056(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:212(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:2226(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2318(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2329(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:238(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:2393(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:259(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:312(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:334(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:345(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:378(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:398(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:417(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:438(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:489(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:799(LogFormatter)
        1    0.000    0.000    0.000    0.000 tile.py:3(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:3(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:113(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:137(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.003    0.003 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
       16    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
       22    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
       22    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
       16    0.000    0.000    0.004    0.000 tokenize.py:448(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        1    0.000    0.000    0.000    0.000 tools.py:1(<module>)
        1    0.000    0.000    0.005    0.005 traceback.py:1(<module>)
       18    0.000    0.000    0.033    0.002 traceback.py:196(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
     1524    0.001    0.000    0.001    0.000 traceback.py:239(__init__)
     1524    0.002    0.000    0.018    0.000 traceback.py:279(line)
     1542    0.001    0.000    0.001    0.000 traceback.py:286(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
       18    0.006    0.000    0.032    0.002 traceback.py:313(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:426(TracebackException)
        1    0.000    0.000    0.000    0.000 transforms.py:1060(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1130(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1534(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1655(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1714(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1803(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2031(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2077(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2193(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2280(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2409(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:249(BboxBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2498(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2542(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2582(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2606(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2643(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2672(TransformedPath)
        1    0.000    0.000    0.027    0.027 transforms.py:30(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:59(TransformNode)
        1    0.000    0.000    0.000    0.000 transforms.py:776(Bbox)
        1    0.000    0.000    0.000    0.000 twodim_base.py:139(eye)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
      188    0.000    0.000    0.000    0.000 type_check.py:237(iscomplexobj)
        1    0.000    0.000    0.113    0.113 type_check.py:3(<module>)
      189    0.000    0.000    0.000    0.000 types.py:135(__get__)
        1    0.000    0.000    0.000    0.000 tz.py:1082(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:1450(_ContextWrapper)
        1    0.000    0.000    0.000    0.000 tz.py:149(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:267(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:312(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:325(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:35(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:721(tzrange)
        1    0.000    0.000    0.000    0.000 tz.py:83(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:882(tzstr)
        1    0.000    0.000    0.002    0.002 tz.py:9(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:988(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:999(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tzfile.py:16(_byte_string)
        1    0.000    0.000    0.000    0.000 tzfile.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:149(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:16(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:59(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 units.py:117(Registry)
        1    0.000    0.000    0.000    0.000 units.py:121(__init__)
        1    0.000    0.000    0.000    0.000 units.py:44(<module>)
        1    0.000    0.000    0.000    0.000 units.py:54(AxisInfo)
        1    0.000    0.000    0.000    0.000 units.py:75(ConversionInterface)
        4    0.000    0.000    0.001    0.000 util.py:1(<module>)
       62    0.000    0.000    0.000    0.000 util.py:10(__iter__)
    16162    0.010    0.000    0.018    0.000 util.py:13(next)
        1    0.000    0.000    0.000    0.000 util.py:22(ReadableStream)
        2    0.000    0.000    0.017    0.008 util.py:248(_findSoname_ldconfig)
        1    0.000    0.000    0.000    0.000 util.py:26(__init__)
        2    0.000    0.000    0.000    0.000 util.py:29(readstr)
        1    0.000    0.000    0.000    0.000 util.py:3(ByteStream)
        2    0.000    0.000    0.017    0.009 util.py:300(find_library)
        4    0.003    0.001    0.035    0.009 util.py:38(readbytes)
    16058    0.012    0.000    0.032    0.000 util.py:40(<genexpr>)
       56    0.000    0.000    0.001    0.000 util.py:46(readint)
       56    0.000    0.000    0.000    0.000 util.py:50(<listcomp>)
    15635    0.044    0.000    0.055    0.000 util.py:54(slices)
     7820    0.009    0.000    0.026    0.000 util.py:67(fxy)
        1    0.000    0.000    0.000    0.000 util.py:7(__init__)
        3    0.000    0.000    0.000    0.000 util.py:75(_compose2)
        2    0.000    0.000    0.000    0.000 util.py:80(compose)
     7820    0.019    0.000    0.044    0.000 util.py:80(fxy2int)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1003(SafeEval)
        3    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1605(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1638(WarningManager)
        1    0.000    0.000    0.000    0.000 utils.py:1865(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1906(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1971(suppress_warnings)
        1    0.000    0.000    0.023    0.023 utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:46(KnownFailureException)
        1    0.000    0.000    0.014    0.014 utils.py:5(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        4    0.000    0.000    0.000    0.000 uuid.py:106(__init__)
        1    0.000    0.000    0.019    0.019 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:58(UUID)
      416    0.002    0.000    0.002    0.000 validators.py:113(_check_for_invalid_keys)
      416    0.001    0.000    0.003    0.000 validators.py:129(validate_kwargs)
      104    0.001    0.000    0.002    0.000 validators.py:159(validate_args_and_kwargs)
      416    0.000    0.000    0.000    0.000 validators.py:31(_check_for_default_values)
        1    0.000    0.000    0.000    0.000 validators.py:4(<module>)
      104    0.000    0.000    0.000    0.000 validators.py:9(_check_arg_length)
        1    0.000    0.000    0.001    0.001 value.py:1(<module>)
    22100    0.071    0.000    0.229    0.000 value.py:17(_decode_raw_value)
    30975    0.017    0.000    0.017    0.000 value.py:31(get_op)
    21996    0.023    0.000    0.037    0.000 value.py:40(_calculate_ref)
    21996    0.022    0.000    0.038    0.000 value.py:48(_calculate_scale)
        1    0.000    0.000    0.000    0.000 value.py:5(BufrValue)
    22421    0.031    0.000    0.054    0.000 value.py:55(_calculate_read_length)
        1    0.000    0.000    0.000    0.000 value.py:68(BufrSubset)
        1    0.000    0.000    0.001    0.001 version.py:267(LooseVersion)
        1    0.000    0.000    0.002    0.002 version.py:27(<module>)
       28    0.000    0.000    0.000    0.000 version.py:302(__init__)
       28    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
       28    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
       16    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
       12    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        1    0.000    0.000    0.000    0.000 version.py:57(__le__)
        3    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        4    0.000    0.000    0.002    0.000 warnings.py:119(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
        5    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
        1    0.000    0.000    0.000    0.000 warnings.py:428(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:449(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:468(__exit__)
        3    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:261(update)
        1    0.000    0.000    0.000    0.000 weakref.py:325(__init__)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 window.py:1167(RollingGroupby)
        1    0.000    0.000    0.001    0.001 window.py:1179(Expanding)
        1    0.000    0.000    0.000    0.000 window.py:1350(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 window.py:1387(EWM)
        1    0.000    0.000    0.000    0.000 window.py:345(Window)
        1    0.000    0.000    0.000    0.000 window.py:55(_Window)
        1    0.000    0.000    0.000    0.000 window.py:626(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 window.py:661(_Rolling)
        1    0.000    0.000    0.005    0.005 window.py:7(<module>)
        1    0.000    0.000    0.000    0.000 window.py:750(_Rolling_and_Expanding)
        1    0.000    0.000    0.001    0.001 window.py:999(Rolling)
        1    0.000    0.000    0.000    0.000 zipfile.py:1034(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1780(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:295(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.001    0.001 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:509(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 zipfile.py:570(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:593(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:689(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:715(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:735(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:964(_ZipWriteFile)
    26532    0.021    0.000    0.021    0.000 {built-in method __new__ of type object at 0x7f7fd99a4ce0}
      104    0.000    0.000    0.002    0.000 {built-in method _codecs.decode}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
     3570    0.004    0.000    0.004    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        3    0.001    0.000    0.001    0.000 {built-in method _ctypes.dlopen}
       50    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
      106    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      339    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     1566    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
    47/46    0.054    0.001    0.075    0.002 {built-in method _imp.create_dynamic}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       47    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
      112    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      489    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     2617    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
       52    0.001    0.000    0.001    0.000 {built-in method _operator.add}
       52    0.000    0.000    0.000    0.000 {built-in method _operator.inv}
      156    0.001    0.000    0.001    0.000 {built-in method _operator.sub}
        2    0.002    0.001    0.002    0.001 {built-in method _posixsubprocess.fork_exec}
      115    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      473    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
